text,label
die die nuh uh!!! live lives!!!! swear god!!,-1
6.7m view,1
20h,0
le 20hrs,0
,1
yeahhhhhh,1
,0
6.7million viewssss,1
6.7 million view 6 7777777777,0
coming,0
"whoever think dustin steve wont die, let come",0
die.... netflix dies.... subscription dies... deleting netflix,-1
"netflix. die, die.",-1
"henry glitchin becoming 001, damnn!",0
honestly didnt like volume 2 trailer. expecting far better like volume 1,-1
,0
re1lly dont want series ending,-1
"here prediction regarding st s5 vol2 nucleus type thing thats active one blast red colour wave emerge , one shown trailer steve dustin escape safely safe. max one falling sky shown trailer dimension door max holly enter open basement mike basement door henry follows see henry staircase mike house .",0
t look fvcking good,1
dare put lesbian queen danger ima bouta throw hand,-1
w music,1
104 girl robin kissed gon okay?,0
s5 thought dustin without doubt one character safe. since become increasingly concerned welfare,-1
wanna see max,1
die die,0
yeah!!!!!!,1
6 7 veiws !!!,0
not steve pleaaase,-1
,0
yes.,1
ending absolute cinema,1
broooo one dy,-1
yesh,0
"please, vecna, active villain. snow brother, night king game thrones, killed teenage girl whole lot nothing.",-1
give sound editor raise,0
dark better show,1
aaa steveee,0
"already seen all, downloaded thro netflix server. bad guy wins. spoiler alert.",0
,0
bout watch bose tv speaker,1
yup,1
pure mass,1
"im not sure heart going survive this, either achy breaky standpoint cardiac arrest standpoint. havent grown love group fictional character much since first read lord ring four decade ago.",-1
dont make cry christmas,-1
"actually amazing!! shot upside 011 mike looking side max,holly looking downwards",1
someone gonna die,-1
real goosebump,1
ill coming back watch video everytime get like! cant wait till christmas day,1
dustin steve guy better not die!!,1
vickie cooked omg,0
one season volume 2 need called.nancy casuslly clip farming aura farming,0
"die, die",-1
like trailer music....,1
cant wait,1
"call trailer,worth every penny",1
gunshot synced beat trailer make everything exciting.,1
"im scared, excited, overjoyed, mostly scared cant wait next volume.",1
ooo god anywhere door ?,0
die die,-1
me.,0
"cant wait this, omg",1
inverted description channel info nice touch,1
omg,1
goddamit thought steve dustin might die but may die,-1
better see military send proper reinforcments. drop tactical upside need be.,0
"hate say but welcome derry shit stranger thing 5, good. far stranger thing 5 nowhere near",1
spinoff series end,0
"die ,i die . cant take stress yall",-1
not steve dustin,-1
111 lucas pls dont...,0
t bout peak,1
"bois,either die. im raging machine. eddie favorite. weeped days. day tell you. either two gone,im gonna broken.",-1
guy think jonathan byers die s5,-1
love running hill motif faintly playing background end also dustin steve,1
vecna jobless leave holly alone,-1
"damn, even pennywise show. aka deadlight looking thing.",-1
bhaiiiiawsm trailer mannn,0
need stranger thing,1
expect u wait watching,-1
chill,0
bro idec im happy steve dustin make up. cant stand see angry,-1
158 finale new year eve? thought volume 2 xmas official series finale? weak heart cant take,-1
,1
"guy dont new different villains, repeating boring . make bring something new powerful",-1
119 robin r u baby,-1
yayayay,1
ready pls no spoliers everyone,1
"043 strongly feel jonathan going die time, duffer brother intentionally misleading u showing die, die moment steve dustin.",-1
where? is?? lucas????,0
many time vecna said variation time?,0
"not even contains finale, yet giving goosegumps",0
wow wonder who gonna die first none die hope none but every unlikely,0
"steve die , die ! dustin die , die ! dont die !",-1
cant believe final season already. wish stranger thing could come back every three year,1
20 hour,0
"watching this, survive wait till december 26??",-1
"derry finished, need now!",1
im wheezing,0
"die die,,no please nooo",-1
"put steve backwards baseball cap? yall, im cooked. 136",0
shit dustin steve dying,-1
steve giving eddie munson talk dustin dont change first die die steve said first!,-1
"feel like end last episode robin ,mike lucas almost gotten attacked demogorgan but saved them, feel like predicts death something!!",-1
yay cant wait bawl eye christmas,1
kali not power physically attack military 133 doesnt help el something hit them?? 141,-1
"dustin dies, die.....",-1
sobbed die die,-1
somebody dyingim mentally preparing shi,-1
,0
10 day stranger thing season 5 volumen 2,0
"steve dustin saying die, die making scared.",-1
not ready end.,-1
"guys, anyone else notice steve dustin together upside scene but dustin robin, lucas noah truck really hope doesnt mean steve didnt make",0
good,1
die die ??? die,-1
pissed o ericaaa,-1
steve dustin die swear netflix people cry,-1
waiting,0
meeee,0
fight vecna,0
actually give wandavision vibe,1
049 part truly awesomeabsolutely thrilling. incredible trailer!!,1
better tho,0
byler endgame!!!,-1
robin die volume 2 spoiler,0
cool all. but want delightful derek!!,1
weird felling 8 gonna turn 11 regular ppl her. probably understands vecna side vecna near end...,0
finally dustin steve,1
maaaaaxxx,1
nancy always uppin fye,0
goosebump,1
final episode definitely longer lord rings.,1
absolute cinema!,1
itu atu atu itu ehe thengi thippandii atu itu,0
"steveyou die,i diedustinyou die,i diemeno netflix die",-1
happening feel like every day like year peak,1
dustin gonna die,-1
hyped af,1
die die.,-1
please love god let walk em wheeler actually walk em machine gun,-1
"good, didnt age much volumes.",1
last standing man,0
steve dustin dy stranger thing season 6 episode 1 vanishing duffer brother,0
"steveyou die ,i die dustinyou die ,i die netflix going break heartsplease dont",-1
im not ready shed tear yet,-1
"die, die duffer brother",0
"trailer kind give felling super excited final season umbrella academy, im scared show going end really underwhelming nowhere way, like tua",-1
"die,i die",0
im readyyyyyyyyyyyy wish could last season,1
011 love scene matched song lyrics..up side,1
not steve harrington!!,-1
,0
"die, die",0
look amazing but whats every trailer syncing bullet sounds? lol,1
"die, die",-1
netflix gonna give u best christmas present fs! thats insane,1
goat derick,-1
swear tfg even dare touch steve dustin leave alone,-1
no steve,-1
heart,1
mike leader!! underrated3,0
aura vekna,0
guy look robin not shown volume.means might dead,-1
"omfg, theyre killing dustin steve, arent they?",-1
merry christmas advance ig,1
u know,0
cant fcking wait,1
subscription bout die along dustin steve,-1
steve dustin die ill die,-1
none die except steve,-1
cant wait,1
hand nancy gun steve nail bat..and vecna good dead,0
dustin love mother god,1
,0
barb,0
gonna el yall dw millie already kinda spoiled character ending,-1
,1
side door max girl walk,0
no steve die im gonna die probably depression,-1
"dustinsteve die, die.",-1
"era akshay khana bollywood comeback, youtube recommending",1
hellll naahhhhh die dieeee no please,-1
holly open portal like mike foreshadowed??,0
feeling nancy might end getting shot,-1
giving goosebump normal thing duffer bros!,1
lucas protecting comatose max,-1
torturing demogorgan,-1
please pin first time netflix u guy might not see,0
hell mean everything knew upside dead wrong!!!?!!!!,-1
noooo wtf u mean u die die bro dieeeeee wtf u sayinggg plsss ill cry,-1
release date?,0
want mind flayer come back,0
let see vecna not told is.,0
steve dustin die going sue duffer brother,-1
"offtopic , but door max holly went look like doraemons anywhere door..",0
wish wouldve ended season 1. wouldve went one best show ever,1
"trailer hoping three thing dustin better not die, steve better not die vickie better not die!!!!!",0
everyone waking christmas happy.netflix going bed cry probably pissed off.,-1
didnt see jonathan trailer,0
115 yall dustin hugging? eddie???,0
uhhh really ? not exactly hoping for. game thronesed,-1
,1
awful far,-1
ga sabarrrr,0
3 episode ???,0
nancy walk em dowm wheeler,1
helllll yeaaaah,1
eleven kali team vecna let gooooo awesome,1
receiving best christmas gift yet deadliest ..,1
"everyone saying jonathan dy steve dy , 055 nancy dy",0
please dont die,-1
telugu........,1
die diebro die,-1
next 4 episode gonna mind blowing completely,1
105 yeah shes dead,-1
"die ,i die. hurtss",-1
cant wait come bc want watch bad,1
"absolute cinema, hand best show ever! no one disagree, cuz objective, best",1
im happy dustins spark slowly getting back started acknowledge steve,1
im hyped,1
"knowing modern day trailer im hesitant watch this, but last trailer fine made even hyped before, whole plot wasnt spoiled",1
doesnt get gun end show im gonna throw fit whats point reinforcing fact use gun start episode one doesnt actually get ne,-1
cinema dead,0
"obvious bait steve dustin, gonna survive",0
guy think dying,-1
damn crazy,-1
im crying.,-1
136 dont wanna cry,-1
look like johnanthan one going die.,-1
"die, die. always knew going come back.dont dare die",-1
050 help isnt jonathan steve truck them?,0
im scared think either mike johnathan gonna die cry really hard,-1
"vecna trying create hole mindflayer come , thats red orb thingy was.",0
lame gay,-1
plan save world not die die cannot please dont die lol,0
vecna time.erica yeah time eat ya damn pie.,-1
guy think hopper not sacrificing time all.,0
"watched entire first volume within day, im gonna second volume.",1
prepared fall asleep watching max holly.,1
140 no baby dont dare,-1
already asked mom could earlier christmas dinner home strangeer things.,0
20 hour gng,0
032 mother god,0
peak.,0
expectation,1
"nancy, gun girl",1
please die,-1
trailer superfreak,0
wow.love mirza jamartal,1
2 main character die.,-1
please let robin vickie survive please,0
oh god im terrified,-1
"viewer begging main character die messed tf up... peep enough garbage trauma, hadnt impact yall would not still invested 10 year",-1
"die, die. enough.",-1
die.....duffer brother die swear god,-1
wtf.,0
cant believe bunch kid running show became one greatest time pop culture things. kudos netflix,1
suffer brother,0
mind blowing shit!!!!,-1
gonna dragon??,0
milking much,0
no doubt gonna greatest season ....,1
dustin told steve im not going always solve problem feel like hard foreshadowing,0
steve dustin,0
show came 18 ill 28 march show pretty much consumed 20,0
"god fuckin damn, nancy badass",-1
dont die,-1
vecnamariah carey time crazy but beautiful time.,1
,1
im not ready,-1
"steve dustin not say die, die noooooooooooooo",-1
im rambo nancy,1
"die, die hit hard90 sure steve dieing",-1
steve dustin please,1
steves really not making one isnt he?,-1
bhenchod mind blow hogya agr dustin hya steve se koi mara duffer brother ki book jaladunga,0
hopper?,0
vecna morbin time!,0
max gorgeous!,1
die die,-1
max sacrifice save holly wheeler. duffer brother probably wrote final season final season ending squid game many death even main character not safe.,-1
yeah someone going die,-1
s4 still tge best,1
sad poor holly suffer,-1
fact volume 1 disappointing compared s4.,-1
hopper?,0
010 trailer no byler,0
one dustin steve dy sad bruh ...,-1
hug mike dustin? happened ran hug other?,0
"finally, real one",0
im excited,1
. volume 2 gonna insane.,1
055 ellen ripley mission takedown terminator sarah connor,0
finally dustin steve stopped fighting,0
give,0
oh no!,-1
wali p coming,0
"die, die hell na",-1
damnn love use song,1
"apparently ive seen heard. steve sacrifice save dustin, john, nancy. hope not true but.",0
released netflix get superpass shit,-1
unfortunately steve dustin going die.you die die stevedustin,-1
made cool as movie,1
many international fan stranger thing there?,0
even reached 24hrs yet but im done watching,1
"die, die guy die die.",-1
"ok, vecna final boss. fan overthink much.",-1
"die, dieimma crashout bro die",-1
"shit not die, die. cant lose 2 favorites!!! steve harrington car funko pop come tomorrow. nope cant lose dustin! nope!",1
time end beginning,0
lowkey feel there villan vecna,0
steve dy whole netflix die,-1
,0
"135you die, dieplease dont",-1
guy die die,-1
kirk,0
one tha iconic series....miss future...,0
"glad dustin steve not fighting anymore still, dont die guys.",1
